data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
BreastCancer,svm,hjn,FALSE,resub,class,3.52467131614685,1,0.960468521229868,0.989973236835162
BreastCancer,svm,hjn,FALSE,resub,class,3.50612473487854,1,0.957540263543192,0.990369030117984
BreastCancer,svm,hjn,FALSE,resub,class,3.7084949016571,1,0.957540263543192,0.985412190433111
BreastCancer,svm,hjn,FALSE,resub,class,3.39583778381348,1,0.956076134699854,0.988333521806325
BreastCancer,svm,hjn,FALSE,resub,class,3.20235586166382,1,0.956076134699854,0.988531418447737
BreastCancer,svm,hjn,FALSE,resub,class,3.16872715950012,1,0.95900439238653,0.989040295525652
BreastCancer,svm,hjn,FALSE,resub,class,3.2240834236145,1,0.947291361639824,0.988804704285876
BreastCancer,svm,hjn,FALSE,resub,class,2.94508743286133,1,0.956076134699854,0.989388970560519
BreastCancer,svm,hjn,FALSE,resub,class,3.12178492546082,1,0.956076134699854,0.988889517132196
BreastCancer,svm,hjn,FALSE,resub,class,3.10343956947327,1,0.957540263543192,0.990500961212259
