data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
BreastCancer,en,hjn,250,10,class,1.93028211593628,0.976905311778291,0.966325036603221,0.994948923819217
BreastCancer,en,hjn,250,10,class,0.817514181137085,0.981524249422633,0.963396778916545,0.995146820460628
BreastCancer,en,hjn,250,10,class,0.922208786010742,0.976905311778291,0.969253294289897,0.995495495495496
BreastCancer,en,hjn,250,10,class,0.817830801010132,0.97459584295612,0.966325036603221,0.995062007614309
BreastCancer,en,hjn,250,10,class,0.773902416229248,0.979214780600462,0.966325036603221,0.99553319009386
BreastCancer,en,hjn,250,10,class,0.963807582855225,0.979214780600462,0.964860907759883,0.995250480606129
BreastCancer,en,hjn,250,10,class,0.910861015319824,0.979214780600462,0.966325036603221,0.994741603528214
BreastCancer,en,hjn,250,10,class,0.858704566955566,0.97459584295612,0.966325036603221,0.995269327905311
BreastCancer,en,hjn,250,10,class,0.892658233642578,0.97459584295612,0.967789165446559,0.995438953597949
BreastCancer,en,hjn,250,10,class,0.85713005065918,0.979214780600462,0.967789165446559,0.99478872177617
